"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"42.3","2019-11-28"," 9:17:00 AM","2019-11-28"," 12:52:00 PM","CE","12200","Sell","25","3.55","1.25","","57.50"
"42.4","2019-11-28"," 9:17:00 AM","2019-11-28"," 12:52:00 PM","PE","12000","Sell","25","2.15","0.65","","37.50"
"43","2019-12-05"," 9:17:00 AM","2019-12-05"," 10:59:00 AM","","","","","","","13.05","-70.00"
"43.1","2019-12-05"," 9:17:00 AM","2019-12-05"," 9:18:00 AM","CE","12250","Buy","25","0.25","0.20","","-1.25"
"43.2","2019-12-05"," 9:17:00 AM","2019-12-05"," 9:18:00 AM","PE","11850","Buy","25","0.35","0.30","","-1.25"
"43.3","2019-12-05"," 9:17:00 AM","2019-12-05"," 10:59:00 AM","CE","12150","Sell","25","3.00","5.85","","-71.25"
"43.4","2019-12-05"," 9:17:00 AM","2019-12-05"," 10:59:00 AM","PE","11950","Sell","25","2.05","1.90","","3.75"
"44","2019-12-12"," 9:17:00 AM","2019-12-12"," 11:05:00 AM","","","","","","","12.80","45.00"
"44.1","2019-12-12"," 9:17:00 AM","2019-12-12"," 9:18:00 AM","CE","12150","Buy","25","0.20","0.15","","-1.25"
"44.2","2019-12-12"," 9:17:00 AM","2019-12-12"," 9:18:00 AM","PE","11750","Buy","25","0.35","0.30","","-1.25"
"44.3","2019-12-12"," 9:17:00 AM","2019-12-12"," 11:05:00 AM","CE","12050","Sell","25","1.90","0.55","","33.75"
"44.4","2019-12-12"," 9:17:00 AM","2019-12-12"," 11:05:00 AM","PE","11850","Sell","25","1.20","0.65","","13.75"
"45","2019-12-19"," 9:17:00 AM","2019-12-19"," 11:05:00 AM","","","","","","","12.31","47.50"
"45.1","2019-12-19"," 9:17:00 AM","2019-12-19"," 9:18:00 AM","CE","12400","Buy","25","0.10","0.10","","0.00"
"45.2","2019-12-19"," 9:17:00 AM","2019-12-19"," 9:19:00 AM","PE","12000","Buy","25","0.45","0.35","","-2.50"
"45.3","2019-12-19"," 9:17:00 AM","2019-12-19"," 11:05:00 AM","CE","12300","Sell","25","1.35","0.75","","15.00"
"45.4","2019-12-19"," 9:17:00 AM","2019-12-19"," 11:05:00 AM","PE","12100","Sell","25","1.85","0.45","","35.00"
"46","2019-12-26"," 9:17:00 AM","2019-12-26"," 12:30:00 PM","","","","","","","12.07","21.25"
"46.1","2019-12-26"," 9:17:00 AM","2019-12-26"," 9:18:00 AM","CE","12400","Buy","25","0.20","0.15","","-1.25"
"46.2","2019-12-26"," 9:17:00 AM","2019-12-26"," 9:24:00 AM","PE","12000","Buy","25","0.25","0.20","","-1.25"
"46.3","2019-12-26"," 9:17:00 AM","2019-12-26"," 12:30:00 PM","CE","12300","Sell","25","1.00","0.25","","18.75"
"46.4","2019-12-26"," 9:17:00 AM","2019-12-26"," 12:30:00 PM","PE","12100","Sell","25","0.60","0.40","","5.00"
"47","2020-01-02"," 9:17:00 AM","2020-01-02"," 2:30:00 PM","","","","","","","11.48","35.00"
"47.1","2020-01-02"," 9:17:00 AM","2020-01-02"," 9:18:00 AM","CE","12400","Buy","25","0.10","0.10","","0.00"
"47.2","2020-01-02"," 9:17:00 AM","2020-01-02"," 9:18:00 AM","PE","12000","Buy","25","0.25","0.20","","-1.25"
"47.3","2020-01-02"," 9:17:00 AM","2020-01-02"," 2:30:00 PM","CE","12300","Sell","25","1.35","0.85","","12.50"
"47.4","2020-01-02"," 9:17:00 AM","2020-01-02"," 2:30:00 PM","PE","12100","Sell","25","1.00","0.05","","23.75"
"48","2020-01-09"," 9:17:00 AM","2020-01-09"," 1:45:00 PM","","","","","","","13.82","67.50"
"48.1","2020-01-09"," 9:17:00 AM","2020-01-09"," 9:18:00 AM","CE","12350","Buy","25","0.20","0.15","","-1.25"
"48.2","2020-01-09"," 9:17:00 AM","2020-01-09"," 9:18:00 AM","PE","11950","Buy","25","0.60","0.50","","-2.50"
"48.3","2020-01-09"," 9:17:00 AM","2020-01-09"," 1:45:00 PM","CE","12250","Sell","25","3.00","1.00","","50.00"
"48.4","2020-01-09"," 9:17:00 AM","2020-01-09"," 1:45:00 PM","PE","12050","Sell","25","1.10","0.25","","21.25"
"49","2020-01-16"," 9:17:00 AM","2020-01-16"," 10:31:00 AM","","","","","","","14.04","18.75"
"49.1","2020-01-16"," 9:17:00 AM","2020-01-16"," 9:18:00 AM","CE","12550","Buy","25","0.10","0.10","","0.00"
"49.2","2020-01-16"," 9:17:00 AM","2020-01-16"," 9:18:00 AM","PE","12150","Buy","25","0.30","0.25","","-1.25"
"49.3","2020-01-16"," 9:17:00 AM","2020-01-16"," 10:31:00 AM","CE","12450","Sell","25","0.65","0.20","","11.25"
"49.4","2020-01-16"," 9:17:00 AM","2020-01-16"," 10:31:00 AM","PE","12250","Sell","25","0.80","0.45","","8.75"
"50","2020-01-23"," 9:17:00 AM","2020-01-23"," 9:35:00 AM","","","","","","","16.64","-52.50"
"50.1","2020-01-23"," 9:17:00 AM","2020-01-23"," 9:18:00 AM","CE","12300","Buy","25","0.35","0.30","","-1.25"
"50.2","2020-01-23"," 9:17:00 AM","2020-01-23"," 9:19:00 AM","PE","11900","Buy","25","0.35","0.30","","-1.25"
"50.3","2020-01-23"," 9:17:00 AM","2020-01-23"," 9:35:00 AM","CE","12200","Sell","25","1.70","5.00","","-82.50"
"50.4","2020-01-23"," 9:17:00 AM","2020-01-23"," 9:35:00 AM","PE","12000","Sell","25","1.95","0.65","","32.50"
"51","2020-01-30"," 9:17:00 AM","2020-01-30"," 11:11:00 AM","","","","","","","16.52","-68.75"
"51.1","2020-01-30"," 9:17:00 AM","2020-01-30"," 9:18:00 AM","CE","12300","Buy","25","0.20","0.15","","-1.25"
"51.2","2020-01-30"," 9:17:00 AM","2020-01-30"," 9:19:00 AM","PE","11900","Buy","25","0.45","0.35","","-2.50"
"51.3","2020-01-30"," 9:17:00 AM","2020-01-30"," 11:11:00 AM","CE","12200","Sell","25","2.30","0.50","","45.00"
"51.4","2020-01-30"," 9:17:00 AM","2020-01-30"," 11:11:00 AM","PE","12000","Sell","25","3.70","8.10","","-110.00"
"52","2020-02-06"," 9:17:00 AM","2020-02-06"," 11:15:00 AM","","","","","","","14.02","-92.50"
"52.1","2020-02-06"," 9:17:00 AM","2020-02-06"," 9:18:00 AM","CE","12350","Buy","25","0.10","0.10","","0.00"
"52.2","2020-02-06"," 9:17:00 AM","2020-02-06"," 9:25:00 AM","PE","11950","Buy","25","0.80","0.65","","-3.75"
"52.3","2020-02-06"," 9:17:00 AM","2020-02-06"," 11:15:00 AM","CE","12250","Sell","25","1.30","0.55","","18.75"
"52.4","2020-02-06"," 9:17:00 AM","2020-02-06"," 11:15:00 AM","PE","12050","Sell","25","6.75","11.05","","-107.50"
"53","2020-02-13"," 9:17:00 AM","2020-02-13"," 11:08:00 AM","","","","","","","13.31","72.50"
"53.1","2020-02-13"," 9:17:00 AM","2020-02-13"," 9:18:00 AM","CE","12400","Buy","25","0.10","0.10","","0.00"
"53.2","2020-02-13"," 9:17:00 AM","2020-02-13"," 9:18:00 AM","PE","12000","Buy","25","0.45","0.35","","-2.50"
"53.3","2020-02-13"," 9:17:00 AM","2020-02-13"," 11:08:00 AM","CE","12300","Sell","25","1.00","0.15","","21.25"
"53.4","2020-02-13"," 9:17:00 AM","2020-02-13"," 11:08:00 AM","PE","12100","Sell","25","3.65","1.50","","53.75"
"54","2020-02-20"," 9:17:00 AM","2020-02-20"," 12:46:00 PM","","","","","","","13.66","48.75"
"54.1","2020-02-20"," 9:17:00 AM","2020-02-20"," 9:18:00 AM","CE","12300","Buy","25","0.15","0.10","","-1.25"
"54.2","2020-02-20"," 9:17:00 AM","2020-02-20"," 9:19:00 AM","PE","11900","Buy","25","0.30","0.25","","-1.25"
"54.3","2020-02-20"," 9:17:00 AM","2020-02-20"," 12:46:00 PM","CE","12200","Sell","25","1.45","0.70","","18.75"
"54.4","2020-02-20"," 9:17:00 AM","2020-02-20"," 12:46:00 PM","PE","12000","Sell","25","1.55","0.25","","32.50"
"55","2020-02-27"," 9:17:00 AM","2020-02-27"," 9:40:00 AM","","","","","","","18.01","-138.75"
"55.1","2020-02-27"," 9:17:00 AM","2020-02-27"," 9:34:00 AM","CE","11850","Buy","25","0.40","0.30","","-2.50"
"55.2","2020-02-27"," 9:17:00 AM","2020-02-27"," 9:40:00 AM","PE","11450","Buy","25","0.40","5.10","","117.50"
"55.3","2020-02-27"," 9:17:00 AM","2020-02-27"," 9:40:00 AM","CE","11750","Sell","25","3.50","0.85","","66.25"
"55.4","2020-02-27"," 9:17:00 AM","2020-02-27"," 9:40:00 AM","PE","11550","Sell","25","4.65","17.45","","-320.00"
"56","2020-03-05"," 9:17:00 AM","2020-03-05"," 12:38:00 PM","","","","","","","23.42","381.25"
"56.1","2020-03-05"," 9:17:00 AM","2020-03-05"," 9:18:00 AM","CE","11500","Buy","25","1.05","0.85","","-5.00"
"56.2","2020-03-05"," 9:17:00 AM","2020-03-05"," 9:18:00 AM","PE","11100","Buy","25","2.25","1.80","","-11.25"
"56.3","2020-03-05"," 9:17:00 AM","2020-03-05"," 12:38:00 PM","CE","11400","Sell","25","12.60","7.10","","137.50"
"56.4","2020-03-05"," 9:17:00 AM","2020-03-05"," 12:38:00 PM","PE","11200","Sell","25","12.15","1.75","","260.00"
"57","2020-03-12"," 9:17:00 AM","2020-03-12"," 9:19:00 AM","","","","","","","30.20","-787.50"
"57.1","2020-03-12"," 9:17:00 AM","2020-03-12"," 9:19:00 AM","CE","10150","Buy","25","12.00","15.05","","76.25"
"57.2","2020-03-12"," 9:17:00 AM","2020-03-12"," 9:19:00 AM","PE","9750","Buy","25","15.20","15.20","","0.00"
"57.3","2020-03-12"," 9:17:00 AM","2020-03-12"," 9:19:00 AM","CE","10050","Sell","25","38.95","47.60","","-216.25"
"57.4","2020-03-12"," 9:17:00 AM","2020-03-12"," 9:19:00 AM","PE","9850","Sell","25","6.40","32.30","","-647.50"
"58","2020-03-19"," 9:17:00 AM","2020-03-19"," 9:20:00 AM","","","","","","","63.68","1808.75"
"58.1","2020-03-19"," 9:17:00 AM","2020-03-19"," 9:20:00 AM","CE","8200","Buy","25","43.55","34.85","","-217.50"
"58.2","2020-03-19"," 9:17:00 AM","2020-03-19"," 9:20:00 AM","PE","7800","Buy","25","54.00","106.70","","1317.50"
"58.3","2020-03-19"," 9:17:00 AM","2020-03-19"," 9:20:00 AM","CE","8100","Sell","25","82.00","53.65","","708.75"
"58.4","2020-03-19"," 9:17:00 AM","2020-03-19"," 9:20:00 AM","PE","7900","Sell","25","67.00","67.00","","0.00"
"59","2020-03-26"," 9:17:00 AM","2020-03-26"," 9:30:00 AM","","","","","","","78.82","-878.75"
"59.1","2020-03-26"," 9:17:00 AM","2020-03-26"," 9:20:00 AM","CE","8550","Buy","25","59.70","47.75","","-298.75"
"59.2","2020-03-26"," 9:17:00 AM","2020-03-26"," 9:24:00 AM","PE","8150","Buy","25","76.60","61.30","","-382.50"
"59.3","2020-03-26"," 9:17:00 AM","2020-03-26"," 9:30:00 AM","CE","8450","Sell","25","91.30","146.85","","-1388.75"
"59.4","2020-03-26"," 9:17:00 AM","2020-03-26"," 9:30:00 AM","PE","8250","Sell","25","114.10","66.45","","1191.25"
"60","2020-04-01"," 9:17:00 AM","2020-04-01"," 9:52:00 AM","","","","","","","63.79","-587.50"
"60.1","2020-04-01"," 9:17:00 AM","2020-04-01"," 9:23:00 AM","CE","8700","Buy","25","15.60","12.50","","-77.50"
"60.2","2020-04-01"," 9:17:00 AM","2020-04-01"," 9:26:00 AM","PE","8300","Buy","25","30.25","24.20","","-151.25"
"60.3","2020-04-01"," 9:17:00 AM","2020-04-01"," 9:52:00 AM","CE","8600","Sell","25","35.40","10.95","","611.25"
"60.4","2020-04-01"," 9:17:00 AM","2020-04-01"," 9:52:00 AM","PE","8400","Sell","25","56.20","95.00","","-970.00"
"61","2020-04-09"," 9:17:00 AM","2020-04-09"," 11:29:00 AM","","","","","","","50.94","856.25"
"61.1","2020-04-09"," 9:17:00 AM","2020-04-09"," 9:29:00 AM","CE","9150","Buy","25","25.00","20.00","","-125.00"
"61.2","2020-04-09"," 9:17:00 AM","2020-04-09"," 9:18:00 AM","PE","8750","Buy","25","29.15","23.30","","-146.25"
"61.3","2020-04-09"," 9:17:00 AM","2020-04-09"," 11:29:00 AM","CE","9050","Sell","25","45.10","20.15","","623.75"
"61.4","2020-04-09"," 9:17:00 AM","2020-04-09"," 11:29:00 AM","PE","8850","Sell","25","56.70","36.55","","503.75"
"62","2020-04-16"," 9:17:00 AM","2020-04-16"," 12:49:00 PM","","","","","","","49.17","723.75"
"62.1","2020-04-16"," 9:17:00 AM","2020-04-16"," 9:19:00 AM","CE","9100","Buy","25","6.55","5.25","","-32.50"
"62.2","2020-04-16"," 9:17:00 AM","2020-04-16"," 9:35:00 AM","PE","8700","Buy","25","21.55","17.25","","-107.50"
"62.3","2020-04-16"," 9:17:00 AM","2020-04-16"," 12:49:00 PM","CE","9000","Sell","25","22.75","25.35","","-65.00"
"62.4","2020-04-16"," 9:17:00 AM","2020-04-16"," 12:49:00 PM","PE","8800","Sell","25","46.25","9.10","","928.75"
"63","2020-04-23"," 9:17:00 AM","2020-04-23"," 11:16:00 AM","","","","","","","42.56","572.50"
"63.1","2020-04-23"," 9:17:00 AM","2020-04-23"," 10:54:00 AM","CE","9400","Buy","25","3.25","2.60","","-16.25"
"63.2","2020-04-23"," 9:17:00 AM","2020-04-23"," 9:18:00 AM","PE","9000","Buy","25","9.35","7.50","","-46.25"
"63.3","2020-04-23"," 9:17:00 AM","2020-04-23"," 11:16:00 AM","CE","9300","Sell","25","13.15","14.15","","-25.00"
"63.4","2020-04-23"," 9:17:00 AM","2020-04-23"," 11:16:00 AM","PE","9100","Sell","25","30.35","3.95","","660.00"
"64","2020-04-30"," 9:17:00 AM","2020-04-30"," 10:06:00 AM","","","","","","","32.82","-223.75"
"64.1","2020-04-30"," 9:17:00 AM","2020-04-30"," 10:06:00 AM","CE","9950","Buy","25","1.90","7.50","","140.00"
"64.2","2020-04-30"," 9:17:00 AM","2020-04-30"," 9:20:00 AM","PE","9550","Buy","25","3.80","3.05","","-18.75"
"64.3","2020-04-30"," 9:17:00 AM","2020-04-30"," 10:06:00 AM","CE","9850","Sell","25","5.90","33.45","","-688.75"
"64.4","2020-04-30"," 9:17:00 AM","2020-04-30"," 10:06:00 AM","PE","9650","Sell","25","16.35","2.60","","343.75"
"65","2020-05-07"," 9:17:00 AM","2020-05-07"," 11:29:00 AM","","","","","","","41.65","535.00"
"65.1","2020-05-07"," 9:17:00 AM","2020-05-07"," 10:26:00 AM","CE","9400","Buy","25","4.25","3.40","","-21.25"
"65.2","2020-05-07"," 9:17:00 AM","2020-05-07"," 9:19:00 AM","PE","9000","Buy","25","9.35","7.50","","-46.25"
"65.3","2020-05-07"," 9:17:00 AM","2020-05-07"," 11:29:00 AM","CE","9300","Sell","25","15.90","10.75","","128.75"
"65.4","2020-05-07"," 9:17:00 AM","2020-05-07"," 11:29:00 AM","PE","9100","Sell","25","27.50","8.55","","473.75"
"66","2020-05-14"," 9:17:00 AM","2020-05-14"," 10:05:00 AM","","","","","","","37.79","532.50"
"66.1","2020-05-14"," 9:17:00 AM","2020-05-14"," 9:21:00 AM","CE","9400","Buy","25","7.70","6.15","","-38.75"
"66.2","2020-05-14"," 9:17:00 AM","2020-05-14"," 9:18:00 AM","PE","9000","Buy","25","6.00","4.80","","-30.00"
"66.3","2020-05-14"," 9:17:00 AM","2020-05-14"," 10:05:00 AM","CE","9300","Sell","25","27.75","15.30","","311.25"
"66.4","2020-05-14"," 9:17:00 AM","2020-05-14"," 10:05:00 AM","PE","9100","Sell","25","14.55","2.95","","290.00"
"67","2020-05-21"," 9:17:00 AM","2020-05-21"," 10:56:00 AM","","","","","","","34.19","225.00"
"67.1","2020-05-21"," 9:17:00 AM","2020-05-21"," 9:20:00 AM","CE","9300","Buy","25","0.90","0.70","","-5.00"
"67.2","2020-05-21"," 9:17:00 AM","2020-05-21"," 9:18:00 AM","PE","8900","Buy","25","1.90","1.50","","-10.00"
"67.3","2020-05-21"," 9:17:00 AM","2020-05-21"," 10:56:00 AM","CE","9200","Sell","25","6.00","3.90","","52.50"
"67.4","2020-05-21"," 9:17:00 AM","2020-05-21"," 10:56:00 AM","PE","9000","Sell","25","9.65","2.15","","187.50"
"68","2020-05-28"," 9:17:00 AM","2020-05-28"," 11:03:00 AM","","","","","","","30.76","-203.75"
"68.1","2020-05-28"," 9:17:00 AM","2020-05-28"," 9:22:00 AM","CE","9550","Buy","25","1.50","1.20","","-7.50"
"68.2","2020-05-28"," 9:17:00 AM","2020-05-28"," 10:23:00 AM","PE","9150","Buy","25","0.85","0.70","","-3.75"
"68.3","2020-05-28"," 9:17:00 AM","2020-05-28"," 11:03:00 AM","CE","9450","Sell","25","11.30","22.20","","-272.50"
"68.4","2020-05-28"," 9:17:00 AM","2020-05-28"," 11:03:00 AM","PE","9250","Sell","25","4.45","1.25","","80.00"
"69","2020-06-04"," 9:17:00 AM","2020-06-04"," 9:40:00 AM","","","","","","","29.72","-275.00"
"69.1","2020-06-04"," 9:17:00 AM","2020-06-04"," 9:18:00 AM","CE","10300","Buy","25","1.45","1.15","","-7.50"
"69.2","2020-06-04"," 9:17:00 AM","2020-06-04"," 9:20:00 AM","PE","9900","Buy","25","3.90","3.10","","-20.00"
"69.3","2020-06-04"," 9:17:00 AM","2020-06-04"," 9:40:00 AM","CE","10200","Sell","25","9.05","3.65","","135.00"
"69.4","2020-06-04"," 9:17:00 AM","2020-06-04"," 9:40:00 AM","PE","10000","Sell","25","16.70","32.00","","-382.50"
"70","2020-06-11"," 9:17:00 AM","2020-06-11"," 1:05:00 PM","","","","","","","29.29","431.25"
"70.1","2020-06-11"," 9:17:00 AM","2020-06-11"," 10:41:00 AM","CE","10250","Buy","25","2.65","2.10","","-13.75"
"70.2","2020-06-11"," 9:17:00 AM","2020-06-11"," 9:19:00 AM","PE","9850","Buy","25","2.95","2.35","","-15.00"
"70.3","2020-06-11"," 9:17:00 AM","2020-06-11"," 1:05:00 PM","CE","10150","Sell","25","12.95","2.85","","252.50"
"70.4","2020-06-11"," 9:17:00 AM","2020-06-11"," 1:05:00 PM","PE","9950","Sell","25","15.50","7.20","","207.50"
"71","2020-06-18"," 9:17:00 AM","2020-06-18"," 12:32:00 PM","","","","","","","33.18","392.50"
"71.1","2020-06-18"," 9:17:00 AM","2020-06-18"," 11:38:00 AM","CE","10100","Buy","25","0.80","0.65","","-3.75"
"71.2","2020-06-18"," 9:17:00 AM","2020-06-18"," 9:29:00 AM","PE","9700","Buy","25","6.45","5.15","","-32.50"
"71.3","2020-06-18"," 9:17:00 AM","2020-06-18"," 12:32:00 PM","CE","10000","Sell","25","5.80","9.15","","-83.75"
"71.4","2020-06-18"," 9:17:00 AM","2020-06-18"," 12:32:00 PM","PE","9800","Sell","25","23.85","3.35","","512.50"
"72","2020-06-25"," 9:17:00 AM","2020-06-25"," 9:42:00 AM","","","","","","","30.32","-293.75"
"72.1","2020-06-25"," 9:17:00 AM","2020-06-25"," 9:21:00 AM","CE","10400","Buy","25","3.55","2.85","","-17.50"
"72.2","2020-06-25"," 9:17:00 AM","2020-06-25"," 9:31:00 AM","PE","10000","Buy","25","5.45","4.35","","-27.50"
"72.3","2020-06-25"," 9:17:00 AM","2020-06-25"," 9:42:00 AM","CE","10300","Sell","25","14.90","31.00","","-402.50"
"72.4","2020-06-25"," 9:17:00 AM","2020-06-25"," 9:42:00 AM","PE","10100","Sell","25","15.70","9.55","","153.75"
"73","2020-07-02"," 9:17:00 AM","2020-07-02"," 2:33:00 PM","","","","","","","27.50","363.75"
"73.1","2020-07-02"," 9:17:00 AM","2020-07-02"," 10:31:00 AM","CE","10700","Buy","25","0.50","0.40","","-2.50"
"73.2","2020-07-02"," 9:17:00 AM","2020-07-02"," 10:10:00 AM","PE","10300","Buy","25","2.40","1.90","","-12.50"
"73.3","2020-07-02"," 9:17:00 AM","2020-07-02"," 2:33:00 PM","CE","10600","Sell","25","7.95","4.90","","76.25"
"73.4","2020-07-02"," 9:17:00 AM","2020-07-02"," 2:33:00 PM","PE","10400","Sell","25","12.40","0.30","","302.50"
"74","2020-07-09"," 9:17:00 AM","2020-07-09"," 11:31:00 AM","","","","","","","25.87","310.00"
"74.1","2020-07-09"," 9:17:00 AM","2020-07-09"," 9:23:00 AM","CE","10950","Buy","25","1.05","0.85","","-5.00"
"74.2","2020-07-09"," 9:17:00 AM","2020-07-09"," 9:22:00 AM","PE","10550","Buy","25","2.10","1.70","","-10.00"
"74.3","2020-07-09"," 9:17:00 AM","2020-07-09"," 11:31:00 AM","CE","10850","Sell","25","7.65","4.45","","80.00"
"74.4","2020-07-09"," 9:17:00 AM","2020-07-09"," 11:31:00 AM","PE","10650","Sell","25","13.05","3.25","","245.00"
"75","2020-07-16"," 9:17:00 AM","2020-07-16"," 10:12:00 AM","","","","","","","26.58","378.75"
"75.1","2020-07-16"," 9:17:00 AM","2020-07-16"," 9:20:00 AM","CE","10850","Buy","25","1.60","1.30","","-7.50"
"75.2","2020-07-16"," 9:17:00 AM","2020-07-16"," 9:18:00 AM","PE","10450","Buy","25","4.70","3.75","","-23.75"
"75.3","2020-07-16"," 9:17:00 AM","2020-07-16"," 10:12:00 AM","CE","10750","Sell","25","5.85","5.70","","3.75"
"75.4","2020-07-16"," 9:17:00 AM","2020-07-16"," 10:12:00 AM","PE","10550","Sell","25","22.00","5.75","","406.25"
"76","2020-07-23"," 9:17:00 AM","2020-07-23"," 2:21:00 PM","","","","","","","24.76","180.00"
"76.1","2020-07-23"," 9:17:00 AM","2020-07-23"," 9:20:00 AM","CE","11350","Buy","25","0.35","0.30","","-1.25"
"76.2","2020-07-23"," 9:17:00 AM","2020-07-23"," 9:22:00 AM","PE","10950","Buy","25","1.70","1.35","","-8.75"
"76.3","2020-07-23"," 9:17:00 AM","2020-07-23"," 2:21:00 PM","CE","11250","Sell","25","3.15","3.80","","-16.25"
"76.4","2020-07-23"," 9:17:00 AM","2020-07-23"," 2:21:00 PM","PE","11050","Sell","25","8.70","0.45","","206.25"
"77","2020-07-30"," 9:17:00 AM","2020-07-30"," 12:29:00 PM","","","","","","","24.03","153.75"
"77.1","2020-07-30"," 9:17:00 AM","2020-07-30"," 9:19:00 AM","CE","11450","Buy","25","0.75","0.60","","-3.75"
"77.2","2020-07-30"," 9:17:00 AM","2020-07-30"," 9:19:00 AM","PE","11050","Buy","25","1.20","0.95","","-6.25"
"77.3","2020-07-30"," 9:17:00 AM","2020-07-30"," 12:29:00 PM","CE","11350","Sell","25","5.45","2.65","","70.00"
"77.4","2020-07-30"," 9:17:00 AM","2020-07-30"," 12:29:00 PM","PE","11150","Sell","25","5.15","1.40","","93.75"
"78","2020-08-06"," 9:17:00 AM","2020-08-06"," 1:44:00 PM","","","","","","","23.38","363.75"
"78.1","2020-08-06"," 9:17:00 AM","2020-08-06"," 9:25:00 AM","CE","11350","Buy","25","0.95","0.75","","-5.00"
"78.2","2020-08-06"," 9:17:00 AM","2020-08-06"," 9:20:00 AM","PE","10950","Buy","25","4.00","3.20","","-20.00"
"78.3","2020-08-06"," 9:17:00 AM","2020-08-06"," 1:44:00 PM","CE","11250","Sell","25","8.80","8.95","","-3.75"
"78.4","2020-08-06"," 9:17:00 AM","2020-08-06"," 1:44:00 PM","PE","11050","Sell","25","16.55","0.85","","392.50"
"79","2020-08-13"," 9:17:00 AM","2020-08-13"," 12:20:00 PM","","","","","","","20.68","-167.50"
"79.1","2020-08-13"," 9:17:00 AM","2020-08-13"," 9:18:00 AM","CE","11550","Buy","25","0.50","0.40","","-2.50"
"79.2","2020-08-13"," 9:17:00 AM","2020-08-13"," 9:39:00 AM","PE","11150","Buy","25","1.00","0.80","","-5.00"
"79.3","2020-08-13"," 9:17:00 AM","2020-08-13"," 12:20:00 PM","CE","11450","Sell","25","4.10","0.50","","90.00"
"79.4","2020-08-13"," 9:17:00 AM","2020-08-13"," 12:20:00 PM","PE","11250","Sell","25","7.00","17.00","","-250.00"
"80","2020-08-20"," 9:17:00 AM","2020-08-20"," 12:47:00 PM","","","","","","","20.71","145.00"
"80.1","2020-08-20"," 9:17:00 AM","2020-08-20"," 9:47:00 AM","CE","11500","Buy","25","0.80","0.65","","-3.75"
"80.2","2020-08-20"," 9:17:00 AM","2020-08-20"," 9:18:00 AM","PE","11100","Buy","25","1.30","1.05","","-6.25"
"80.3","2020-08-20"," 9:17:00 AM","2020-08-20"," 12:47:00 PM","CE","11400","Sell","25","4.75","1.80","","73.75"
"80.4","2020-08-20"," 9:17:00 AM","2020-08-20"," 12:47:00 PM","PE","11200","Sell","25","5.55","2.30","","81.25"
"81","2020-08-27"," 9:17:00 AM","2020-08-27"," 12:30:00 PM","","","","","","","19.30","133.75"
"81.1","2020-08-27"," 9:17:00 AM","2020-08-27"," 9:18:00 AM","CE","11800","Buy","25","0.30","0.25","","-1.25"
"81.2","2020-08-27"," 9:17:00 AM","2020-08-27"," 9:24:00 AM","PE","11400","Buy","25","1.45","1.15","","-7.50"
"81.3","2020-08-27"," 9:17:00 AM","2020-08-27"," 12:30:00 PM","CE","11700","Sell","25","2.10","1.30","","20.00"
"81.4","2020-08-27"," 9:17:00 AM","2020-08-27"," 12:30:00 PM","PE","11500","Sell","25","7.20","2.30","","122.50"
"82","2020-09-03"," 9:17:00 AM","2020-09-03"," 11:36:00 AM","","","","","","","20.24","-182.50"
"82.1","2020-09-03"," 9:17:00 AM","2020-09-03"," 11:11:00 AM","CE","11800","Buy","25","0.30","0.25","","-1.25"
"82.2","2020-09-03"," 9:17:00 AM","2020-09-03"," 10:08:00 AM","PE","11400","Buy","25","1.75","1.40","","-8.75"
"82.3","2020-09-03"," 9:17:00 AM","2020-09-03"," 11:36:00 AM","CE","11700","Sell","25","1.90","0.35","","38.75"
"82.4","2020-09-03"," 9:17:00 AM","2020-09-03"," 11:36:00 AM","PE","11500","Sell","25","10.85","19.30","","-211.25"
"83","2020-09-10"," 9:17:00 AM","2020-09-10"," 12:45:00 PM","","","","","","","21.82","-78.75"
"83.1","2020-09-10"," 9:17:00 AM","2020-09-10"," 9:41:00 AM","CE","11550","Buy","25","0.40","0.30","","-2.50"
"83.2","2020-09-10"," 9:17:00 AM","2020-09-10"," 9:19:00 AM","PE","11150","Buy","25","0.95","0.75","","-5.00"
"83.3","2020-09-10"," 9:17:00 AM","2020-09-10"," 12:45:00 PM","CE","11450","Sell","25","1.45","8.90","","-186.25"
"83.4","2020-09-10"," 9:17:00 AM","2020-09-10"," 12:45:00 PM","PE","11250","Sell","25","5.05","0.45","","115.00"
"84","2020-09-17"," 9:17:00 AM","2020-09-17"," 12:50:00 PM","","","","","","","19.89","126.25"
"84.1","2020-09-17"," 9:17:00 AM","2020-09-17"," 9:22:00 AM","CE","11750","Buy","25","0.35","0.30","","-1.25"
"84.2","2020-09-17"," 9:17:00 AM","2020-09-17"," 9:20:00 AM","PE","11350","Buy","25","0.95","0.75","","-5.00"
"84.3","2020-09-17"," 9:17:00 AM","2020-09-17"," 12:50:00 PM","CE","11650","Sell","25","2.20","0.85","","33.75"
"84.4","2020-09-17"," 9:17:00 AM","2020-09-17"," 12:50:00 PM","PE","11450","Sell","25","6.30","2.35","","98.75"
"85","2020-09-24"," 9:17:00 AM","2020-09-24"," 12:03:00 PM","","","","","","","22.01","-210.00"
"85.1","2020-09-24"," 9:17:00 AM","2020-09-24"," 9:36:00 AM","CE","11200","Buy","25","1.35","1.10","","-6.25"
